Country,Managed_By,Fulfill_Via,Shipment_Mode,Product_Group,Sub_Classification,Brand,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,263,486.55,1.85,0.01,Yes,182,5970.85,0.6
Ethiopia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,56000,133280.0,2.38,0.04,Yes,2996,10612.93,287.35
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,100986,343352.4,3.4,0.11,Yes,10579,41585.93,481.38
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,1900,55100.0,29.0,1.45,Yes,550,8263.16,68.16
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,100,8000.0,80.0,0.8,Yes,39,1176.54,8.22
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,3812,231845.84,60.82,0.51,Yes,824,3216.15,325.05
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,3528,22932.0,6.5,0.22,Yes,383,1162.52,44.95
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2044,181916.0,89.0,0.89,Yes,976,26014.88,300.16
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,20867,32552.52,1.56,0.05,Yes,1337,8403.67,40.27
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,150000,430500.0,2.87,0.05,Yes,9306,10511.33,710.32
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,159000,443610.0,2.79,0.05,Yes,16729,25199.31,956.42
Nigeria,PMO - US,Direct Drop,Air,ACT,ACT,Coartem,720,1245,48555.0,39.0,0.05,Yes,859,5810.56,104.68
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Viracept,270,109,17410.04,159.73,0.59,Yes,27,2205.25,28.73
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,5745,25909.95,4.51,0.15,Yes,488,4232.71,42.75
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2730,218400.0,80.0,0.8,Yes,1053,27236.25,360.36
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2744,244216.0,89.0,0.89,Yes,1303,28734.43,342.39
Haiti,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,90,3680,20240.0,5.5,0.06,Yes,6385,8768.76,25.04
Haiti,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,71376,231258.24,3.24,0.11,Yes,5864,7558.01,286.07
Zambia,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,2265,69807.3,30.82,0.1,Yes,2272,14603.71,71.76
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1000,97680.0,97.68,0.98,Yes,227,2486.62,210.6
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,6000,57000.0,9.5,0.16,Yes,1278,1742.12,122.89
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,29908,89125.84,2.98,0.1,Yes,2423,14650.41,91.62
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,87500,641375.0,7.33,0.12,Yes,4416,7334.83,1382.8
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3200,256000.0,80.0,0.8,Yes,1394,20822.73,316.67
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,4068,99666.0,24.5,24.5,Yes,2712,37680.04,102.46
Pakistan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2132,170560.0,80.0,0.8,Yes,1017,14959.84,239.13
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,60,1849.2,30.82,0.1,Yes,113,2570.86,2.29
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1769,3714.9,2.1,0.04,Yes,1961,7308.37,4.6
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Reyataz,60,1080,43869.6,40.62,0.68,Yes,282,1028.1,45.1
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,9000,179100.0,19.9,0.66,Yes,1081,5834.1,386.14
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Crixivan,180,75,3750.0,50.0,0.28,Yes,19,435.0,7.35
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,337,29993.0,89.0,0.89,Yes,181,4978.09,42.05
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,8018,256576.0,32.0,1.6,Yes,2607,28595.45,359.72
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,2452,17899.6,7.3,0.12,Yes,127,47101.63,29.53
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,2769,88608.0,32.0,1.6,Yes,876,8969.97,124.23
"Congo, DRC",PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,34,1088.0,32.0,1.6,Yes,112,3196.31,1.12
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6000,480000.0,80.0,0.8,Yes,2606,38354.26,593.76
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,11510,53751.7,4.67,0.16,Yes,993,4263.07,115.89
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20000,40000.0,2.0,0.03,Yes,2806,18207.5,66.0
Guyana,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,270,12501.0,46.3,0.77,Yes,59,180.0,26.95
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,375,2561.25,6.83,0.03,Yes,300,2949.23,2.63
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,16300,181745.0,11.15,0.19,Yes,2011,11648.31,356.22
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,3662,117184.0,32.0,1.6,Yes,1255,15794.47,193.35
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,464,858.4,1.85,0.01,Yes,437,1222.31,1.06
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,35,1120.0,32.0,1.6,Yes,12,646.81,1.85
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,24480,58752.0,2.4,0.04,Yes,3536,20910.43,115.15
Mali,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,81,6480.0,80.0,0.8,Yes,37,2190.78,8.02
Nigeria,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,10000,65000.0,6.5,0.11,Yes,574,4760.43,66.82
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1400,112000.0,80.0,0.8,Yes,577,9275.59,138.54
Haiti,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,36831,170159.22,4.62,0.15,Yes,17826,20526.23,174.92
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,8460,270720.0,32.0,1.6,Yes,2753,25485.81,334.88
South Africa,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,2162,6810.3,3.15,0.01,Yes,838,4876.31,14.68
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2342,187360.0,80.0,0.8,Yes,1113,20082.38,309.14
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4708,376640.0,80.0,0.8,Yes,1914,13489.96,387.19
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,2000,64000.0,32.0,1.6,Yes,793,7938.18,105.6
Cameroon,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,34595,77838.75,2.25,0.04,Yes,3642,31434.31,96.29
South Africa,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,8474,25422.0,3.0,0.01,Yes,3206,2154.51,54.81
Ethiopia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,71596,241278.52,3.37,0.06,Yes,3652,15236.52,520.2
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,46530,581159.7,12.49,0.21,Yes,4810,27894.81,814.79
Nigeria,PMO - US,Direct Drop,Air,ACT,ACT,Coartem,720,1000,39000.0,39.0,0.05,Yes,711,5433.21,64.35
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,30,400,9304.0,23.26,0.78,Yes,40,642.45,10.95
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,30000,313500.0,10.45,0.17,Yes,10210,17392.05,517.28
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,218,17440.0,80.0,0.8,Yes,91,2082.39,21.57
Mali,PMO - US,Direct Drop,Air,HRDT,HIV test,Clearview,25,20,1900.0,95.0,3.8,Yes,9,779.06,2.35
Mozambique,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,23040,186854.4,8.11,0.14,Yes,3138,16537.12,192.09
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,41286,220880.1,5.35,0.18,Yes,4027,28833.91,309.67
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,117359,997551.5,8.5,0.28,Yes,10329,32530.22,2150.72
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20500,228575.0,11.15,0.19,Yes,2904,14223.39,448.01
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,5264,168448.0,32.0,1.6,Yes,1826,16438.26,363.17
Ethiopia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,2600,33800.0,13.0,0.43,Yes,236,1131.48,72.87
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,137654,944306.44,6.86,0.23,Yes,9147,11314.2,1558.11
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,705,1064.55,1.51,0.01,Yes,346,3429.78,1.09
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,36426,296143.38,8.13,0.14,Yes,4609,17581.92,366.33
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,1129,32741.0,29.0,1.45,Yes,328,4420.31,54.02
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,14011,25920.35,1.85,0.03,Yes,1953,3658.08,32.06
Haiti,PMO - US,Direct Drop,Air,ANTM,Malaria,Generic,100,100,8905.0,89.05,0.89,Yes,1173,7019.07,12.48
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Videx EC,30,18544,340096.96,18.34,0.61,Yes,1478,1312.2,666.59
Haiti,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,60,3300,13035.0,3.95,0.07,Yes,16350,16028.78,13.4
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,90,1515,15119.7,9.98,0.11,Yes,201,4134.92,32.6
Ethiopia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,2225,44500.0,20.0,0.67,Yes,174,2052.97,73.42
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,4132,52683.0,12.75,0.21,Yes,1598,12689.71,86.93
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,21858,184044.36,8.42,0.14,Yes,2777,4461.72,227.66
Burundi,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,30,414,11426.4,27.6,0.92,Yes,44,694.1,11.75
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,10000,200000.0,20.0,0.8,Yes,3335,23616.68,330.0
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,2894,3617.5,1.25,0.04,Yes,1486,12749.39,5.07
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,679,22067.5,32.5,1.62,Yes,195,2211.04,22.69
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,7999,711911.0,89.0,0.89,Yes,1378,14842.19,998.1
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,26,832.0,32.0,1.6,Yes,17,334.65,1.17
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,120,23240,776216.0,33.4,0.28,Yes,6853,81246.12,1673.52
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,10000,200000.0,20.0,0.8,Yes,3335,23650.43,330.0
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,63200,347600.0,5.5,0.09,Yes,4007,23397.41,357.33
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,37870,103006.4,2.72,0.05,Yes,4121,4957.81,169.96
Haiti,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,60,889,3200.4,3.6,0.06,Yes,94,2350.55,3.96
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,120,2074,74746.96,36.04,0.3,Yes,627,6072.8,104.8
Zambia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20000,43000.0,2.15,0.04,Yes,1044,5145.69,44.2
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1969,119754.58,60.82,0.51,Yes,484,1565.1,148.14
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,12315,1096035.0,89.0,0.89,Yes,3637,38452.73,1808.46
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,8442,675360.0,80.0,0.8,Yes,1454,13343.23,1456.08
Zambia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,11811,69684.9,5.9,0.2,Yes,1184,5904.94,86.2
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,3000,6720.0,2.24,0.07,Yes,436,1238.16,9.42
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,29925,92468.25,3.09,0.05,Yes,1041,730.82,181.24
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,34640,122972.0,3.55,0.12,Yes,2804,9759.55,152.12
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,9690,14631.9,1.51,0.01,Yes,3790,66260.33,15.04
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,30,1458,40240.8,27.6,0.92,Yes,158,3824.96,49.78
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,100,1750.0,17.5,0.29,Yes,2128,7784.92,3.77
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,5900,472000.0,80.0,0.8,Yes,2393,33029.82,485.22
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,112,1618.4,14.45,0.24,Yes,1701,4288.83,2.67
Nigeria,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,10150,228375.0,22.5,0.75,Yes,1360,7665.38,320.18
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,30,319,7419.94,23.26,0.78,Yes,1736,5265.22,9.18
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,28663,74523.8,2.6,0.04,Yes,3380,17603.58,160.67
Mozambique,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,60,120,822.0,6.85,0.11,Yes,22,828.76,0.85
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,2371,68759.0,29.0,1.45,Yes,939,8695.18,96.4
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2863,229040.0,80.0,0.8,Yes,1159,15174.53,235.45
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Invirase,120,1500,149780.99,99.85,0.83,Yes,271,2527.94,322.93
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,84000,965160.0,11.49,0.38,Yes,9479,14402.92,1193.9
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3053,0.0,0.0,0.0,Yes,1265,21384.75,0.0
Pakistan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2352,188160.0,80.0,0.8,Yes,1117,14959.83,263.8
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,5000,100000.0,20.0,0.67,Yes,670,4909.72,123.7
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,66825,206489.25,3.09,0.05,Yes,3845,20194.78,404.72
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,336,2520.0,7.5,0.12,Yes,120,9013.85,4.94
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,43280,287812.0,6.65,0.22,Yes,4040,6121.42,474.89
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2751,220080.0,80.0,0.8,Yes,1061,23722.96,363.13
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Videx EC,30,2098,38477.32,18.34,0.61,Yes,140,1870.73,63.49
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,2072,50764.0,24.5,24.5,Yes,1383,18323.97,62.8
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,7850,46629.0,5.94,0.1,Yes,909,6020.53,57.68
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,771,9444.75,12.25,0.2,Yes,136,678.96,11.68
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,336,10752.0,32.0,1.6,Yes,101,1428.13,11.05
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1832,146560.0,80.0,0.8,Yes,829,8680.27,181.29
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,152535,361507.95,2.37,0.04,Yes,7698,11372.23,779.41
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,19760,94848.0,4.8,0.08,Yes,3998,12974.12,204.49
Mali,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,5,2000.0,400.0,4.0,Yes,12,1840.97,2.8
Guyana,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,3715,20766.85,5.59,0.19,Yes,385,3248.6,24.44
Zambia,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,2266,69838.12,30.82,0.1,Yes,2277,13894.08,71.79
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,100,3082.0,30.82,0.1,Yes,164,2419.33,3.81
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,7412,575912.4,77.7,0.78,Yes,2097,15891.96,950.26
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4987,443843.0,89.0,0.89,Yes,2022,30257.97,456.27
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,378,33642.0,89.0,0.89,Yes,180,4529.86,55.51
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,19920,114340.8,5.74,0.1,Yes,1936,5314.56,246.52
Namibia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,26663,176242.43,6.61,0.11,Yes,4233,26663.64,181.18
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,47625,372427.5,7.82,0.26,Yes,3243,1881.24,802.95
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,32280,146228.4,4.53,0.15,Yes,7017,11372.23,315.27
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,26991,211069.62,7.82,0.26,Yes,1842,5298.03,455.07
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,90,25000,204250.0,8.17,0.09,Yes,3313,4689.6,337.01
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,58,1856.0,32.0,1.6,Yes,19,594.51,3.06
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,25000,65000.0,2.6,0.04,Yes,3098,12745.06,107.25
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,14842,105081.36,7.08,0.12,Yes,1364,2348.57,147.32
Burundi,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,30,414,11426.4,27.6,0.92,Yes,45,753.35,11.75
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,81,5844.15,72.15,0.72,Yes,16,467.26,8.19
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,90,14164,131725.2,9.3,0.1,Yes,884,8280.73,135.41
Cameroon,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,30,10500.0,350.0,3.5,Yes,77,1800.48,10.79
Haiti,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,240,1295,1955.45,1.51,0.01,Yes,536,1893.24,2.01
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,2052,3098.52,1.51,0.01,Yes,908,6438.91,3.83
Zambia,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,10000,369100.0,36.91,0.31,Yes,2294,1100.2,795.78
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,175,4287.5,24.5,24.5,Yes,125,1472.03,6.01
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,175,4287.5,24.5,24.5,Yes,128,1584.09,6.01
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,4280,351816.0,82.2,0.68,Yes,1063,11167.45,689.56
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,64269,427388.85,6.65,0.22,Yes,5999,13829.58,705.19
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,90,15041,139881.3,9.3,0.1,Yes,949,4673.77,143.8
Ghana,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,28853,236594.6,8.2,0.14,Yes,3612,18256.1,243.22
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,6549,92340.9,14.1,0.47,Yes,1208,3306.51,152.36
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,50,1600.0,32.0,1.6,Yes,17,1117.79,3.45
Burundi,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1200,96000.0,80.0,0.8,Yes,577,14493.81,134.59
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1436,16442.2,11.45,0.19,Yes,2832,7474.2,20.34
Haiti,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,54090,567945.0,10.5,0.35,Yes,7140,7992.56,702.55
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Videx EC,30,1000,23670.0,23.67,0.79,Yes,335,888.0,46.39
Zimbabwe,PMO - US,Direct Drop,Air Charter,ARV,Adult,Generic,30,35955,167190.75,4.65,0.16,Yes,3520,23014.35,171.87
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,4600,27324.0,5.94,0.1,Yes,535,5924.33,33.8
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4000,400000.0,100.0,1.0,Yes,1624,16994.9,494.8
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,50,1600.0,32.0,1.6,Yes,17,617.79,2.64
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,30,924.6,30.82,0.1,Yes,56,460.9,1.14
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,426,11114.34,26.09,0.43,Yes,45,1013.19,23.96
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,336,26880.0,80.0,0.8,Yes,139,2234.96,27.63
Guyana,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,100,172,791.2,4.6,0.05,Yes,33,882.81,0.98
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,33338,84345.14,2.53,0.04,Yes,1791,1791.42,181.85
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3173,253840.0,80.0,0.8,Yes,1287,9209.0,260.95
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,25,800.0,32.0,1.6,Yes,159,2395.42,0.99
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,15560,287393.2,18.47,0.15,Yes,3834,16386.12,295.44
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,4534,38539.0,8.5,0.04,Yes,1631,13116.57,54.03
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,30,373,8675.98,23.26,0.78,Yes,55,17.72,10.73
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4400,352000.0,80.0,0.8,Yes,1033,24728.57,435.42
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,11800,916860.0,77.7,0.78,Yes,2675,4969.35,1512.82
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,5175,116437.5,22.5,0.75,Yes,775,4136.58,144.03
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,4245,40327.5,9.5,0.16,Yes,833,1134.5,86.95
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1500,120000.0,80.0,0.8,Yes,714,13836.99,198.0
"Congo, DRC",PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,70,2240.0,32.0,1.6,Yes,508,3918.37,2.64
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,646,12480.72,19.32,0.16,Yes,166,737.11,15.44
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Determine,100,3,24.0,8.0,0.08,Yes,2,1076.15,0.04
Guyana,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,90,387.0,4.3,0.07,Yes,9,541.88,0.83
Mali,PMO - US,Direct Drop,Air,HRDT,HIV test,Clearview,25,87,8265.0,95.0,3.8,Yes,40,1333.4,11.59
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,2025,62410.5,30.82,0.1,Yes,1902,16777.24,64.16
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3039,0.0,0.0,0.0,Yes,1257,21351.18,0.0
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,1082,6221.5,5.75,0.1,Yes,2228,3565.08,7.7
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2586,230154.0,89.0,0.89,Yes,1231,28132.96,379.75
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,1400,28700.0,20.5,0.82,Yes,437,5924.89,29.5
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,5640,501960.0,89.0,0.89,Yes,2292,27361.87,590.81
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,5451,76859.1,14.1,0.47,Yes,1675,3401.49,126.82
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1337,106960.0,80.0,0.8,Yes,639,12022.17,149.96
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,7320,264691.2,36.16,0.3,Yes,1838,13562.36,436.74
Vietnam,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,136,251.6,1.85,0.01,Yes,173,1079.39,0.31
